Method,GroupBasedOn,Group,Index,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24,bin25,bin26,bin27,bin28,bin29,bin30,bin31,bin32,bin33,bin34,bin35,bin36,bin37,bin38,bin39,bin40,bin41,bin42,bin43,bin44,bin45,bin46,bin47,bin48,bin49,bin50,bin51,bin52,bin53,bin54,bin55,bin56,bin57,bin58,bin59,bin60,bin61,bin62,bin63,bin64,bin65,bin66,bin67,bin68,bin69,bin70,bin71,bin72,bin73,bin74,bin75,bin76,bin77,bin78,bin79,bin80,bin81,bin82,bin83,bin84,bin85,bin86,bin87,bin88,bin89,bin90,bin91,bin92
CbMPDiCbraya,Management,Pre_vs_In,HoS,0.190151688,0,0.025081345,0.01341059,0,0.002914789,0.813518877,0.39670962,0.844844758,0.083626099,0.074948682,0.84018112,0.658657277,0.133073228,0.060385612,0.005222161,0.006601105,0.206655302,0.094332295,0,0.032587346,0.002336086,0.118761091,0.32381871,0.532016855,0.237744953,0.055468071,0.80979375,0.011532658,0,0.96777218,0.238395125,0.390478502,0.291808362,0.018181368,0.229258256,0.14693493,0.28169279,0.049038201,0.354503462,0.080360153,0.144002878,0.968622866,0.954393388,0.025984559,0.416868594,0.435229753,0.214865008,0.829409386,0.699632023,0,0.069668631,0.005063619,0.011390744,0.003210764,0.017085538,0.465080221,0.263573581,0.112609672,1,0,0.311289781,0.673423871,1,0.090034449,0.781905836,0.019299439,0.077183972,0.162747336,0.013777259,1,0.054268709,0.013733435,0.226116985,0.022289784,0,0.158027759,0.982947683,0.772479169,0.047085635,0.750093888,0.965503086,0.157133613,0.045801708,0,0.016066304,0.361265388,0.240728834,0.084370753,0,0.335052864,0.163886265
CbMPDiCbraya,Management,Pre_vs_In,DL,0.633082491,0.682808407,0.645542522,0.358402806,0.28898404,0.581347524,0.038099527,0.230761642,0.034783925,0.658164237,0.813402633,0.075985277,0.104532629,0,0,0.909866806,0.352512406,0.543516076,0.610066429,0.024041674,0,0.019046887,0,0.364134219,0.314311358,0.407920087,0.838765018,0.04029583,0.684119851,0.457053622,0,0.06009267,0.233196324,0.041800039,0.618832886,0.511124009,0.616014583,0.4907788,0.468772504,0.381579674,0.556941099,0.636353904,0,0.040769189,0.66334268,0.541427876,0.332289669,0.565945454,0.091271424,0.159134084,0.731068394,0.710894092,0.739649619,0.236200907,0.46605781,0.41414637,0.373291651,0.581830536,0.162059285,0,0.342649434,0.137209759,0,0,0.383410716,0.210262813,0.543399065,0.508754805,0.240315912,0.376774475,0,0.54163218,0.317600665,0.510588211,0.294422972,0.61318088,0.549882547,0,0.120217373,0.262810996,0.113987881,0.01446631,0.552823767,0.043879401,0.644436485,0.533071694,0.288447556,0.497784715,0.583680859,0.722041185,0.487342803,0.611103306
CbMPDiCbraya,Management,Pre_vs_In,HD,0.068655794,0.009709309,0.054948797,0.048032934,0.002049434,0.004296073,0.117195684,0.119048657,0.016837032,0.011870134,0.033417781,0.000557901,0.00611806,0.494886921,0.887356998,0.029222926,0.00384404,0.015468752,0.051222923,0.094513923,0.171343705,0.198206453,0.207707378,0.003720258,0,0.005552746,0.015583008,0.029899338,0,0.016492816,0,0.023765423,0.180016097,0.020179424,0,0.007082944,0.006300484,0.004652666,0.002218927,0.006058411,0.12974719,0.003596547,0,0.002373472,0.032543839,0.000165733,0.013791289,0.004133514,0.003736581,0.006505368,0.013372066,0.037338743,0.096698898,0.037354592,0.071846601,0.001794674,0.050016718,0,0,0,0,0.087598308,0.029728914,0,0.183377875,0,0.011328574,0.03646088,0.029200396,0.001250848,0,0.190178607,0.118011421,0.100502092,0.149622084,0,0.015082686,0,0.005213758,0.202916782,0,0.00501895,0.021959827,0.066791851,0.021590727,0.001998498,0.057142711,0.007667179,0,0,0.009276944,0.002415015
CbMPDiCbraya,Management,Pre_vs_In,DR,0.108110026,0.081889968,0.145753989,0.58015367,0.708966527,0.21275921,0.031185912,0.253480081,0.103534285,0.042346526,0.078230904,0.083275702,0.230692034,0.277522077,0.05225739,0.055688107,0.637042449,0.215987158,0.244378354,0.55837359,0.79606895,0.780410574,0.663694497,0.289184495,0.153671786,0.348782215,0.090183902,0.120011082,0.298311436,0.526453562,0.03222782,0.677746782,0.196309077,0.646212175,0.362985745,0.151683375,0.170141783,0.222875744,0.334470764,0.197230546,0.232951559,0.216046671,0.031377134,0.00246395,0.117823135,0.040208823,0.218689289,0.176640841,0.047258677,0.134728526,0.255559539,0.182098535,0.158587863,0.715053757,0.232795375,0.565509932,0.11161141,0.154595883,0.725331042,0,0.657350566,0.463902151,0.296847215,0,0.340738141,0.007831351,0.277210827,0.344169496,0.567736355,0.447140952,0,0.213920504,0.504601855,0.160372788,0.508419266,0.38681912,0.251625182,0.017052317,0.102089701,0.483939317,0.135918231,0.015011654,0.266549208,0.84352704,0.21883172,0.271459755,0.293144345,0.146829738,0.287311166,0.243513711,0.168327389,0.222595414
CbMPDiCbraya,Management,Pre_vs_In,DominantProcess,DL,DL,DL,DR,DR,DL,HoS,HoS,HoS,DL,DL,HoS,HoS,HD,HD,DL,DR,DL,DL,DR,DR,DR,DR,DL,HoS,DL,DL,HoS,DL,DR,HoS,DR,HoS,DR,DL,DL,DL,DL,DL,DL,DL,DL,HoS,HoS,DL,DL,HoS,DL,HoS,HoS,DL,DL,DL,DR,DL,DR,HoS,DL,DR,HoS,DR,DR,HoS,HoS,DL,HoS,DL,DL,DR,DR,HoS,DL,DR,DL,DR,DL,DL,HoS,HoS,DR,HoS,HoS,DL,DR,DL,DL,HoS,DL,DL,DL,DL,DL
CbMPDiCbraya,Management,Pre_vs_In,DominantProcessImportance,0.633082491,0.682808407,0.645542522,0.58015367,0.708966527,0.581347524,0.813518877,0.39670962,0.844844758,0.658164237,0.813402633,0.84018112,0.658657277,0.494886921,0.887356998,0.909866806,0.637042449,0.543516076,0.610066429,0.55837359,0.79606895,0.780410574,0.663694497,0.364134219,0.532016855,0.407920087,0.838765018,0.80979375,0.684119851,0.526453562,0.96777218,0.677746782,0.390478502,0.646212175,0.618832886,0.511124009,0.616014583,0.4907788,0.468772504,0.381579674,0.556941099,0.636353904,0.968622866,0.954393388,0.66334268,0.541427876,0.435229753,0.565945454,0.829409386,0.699632023,0.731068394,0.710894092,0.739649619,0.715053757,0.46605781,0.565509932,0.465080221,0.581830536,0.725331042,1,0.657350566,0.463902151,0.673423871,1,0.383410716,0.781905836,0.543399065,0.508754805,0.567736355,0.447140952,1,0.54163218,0.504601855,0.510588211,0.508419266,0.61318088,0.549882547,0.982947683,0.772479169,0.483939317,0.750093888,0.965503086,0.552823767,0.84352704,0.644436485,0.533071694,0.361265388,0.497784715,0.583680859,0.722041185,0.487342803,0.611103306
CbMPDiCbraya,Management,Pre_vs_In,DominantProcessPvalue,0.11,0.05,0.05,0.2,0.08,0.12,0.01,0.42,0,0.04,0.01,0,0.02,0.14,0,0,0.12,0.04,0.08,0.2,0,0.03,0.1,0.62,0.17,0.52,0,0,0.01,0.42,0,0.02,0.38,0.01,0.12,0.12,0.07,0.16,0.32,0.5,0.25,0.04,0,0,0.04,0.51,0.24,0.48,0,0.02,0.11,0.12,0.11,0,0.35,0.25,0.4,0.13,0.01,0,0.04,0.28,0.15,0,0.58,0,0.16,0.23,0.08,0.34,0,0.2,0.09,0.34,0.1,0.26,0.3,0,0.01,0.22,0.01,0,0.06,0,0.1,0.27,0.55,0.37,0.18,0.03,0.36,0.17
CbMPDiCbraya,Management,Pre_vs_Post,HeS,0.125348952,0.073094201,0,0,0,0,0.000380236,0,0.007051465,0.14505264,0,0,0,0,0,0.027727546,0,0.075166835,0.012487732,0,0.001230004,0.012707225,0.004672031,0,0.016691475,0,0,0.004517235,0.004953957,0,0,0,0,0,0.060837058,0.065334445,0,0.070484949,0.092495639,0.519258588,0,0,0.174125173,0.034952769,0.238791185,0.008127193,0,0.051262277,0.218241021,0,0.002612123,0,0,0,0.105354131,0.041248291,0,0.007213442,0,0.068226078,0,0,0,0,0,0,0.030813269,0.17159646,0,0.017103166,0,0.009697062,0.026189147,0,0,0,0.01081376,0,0,0,0,0.004740372,0.003979227,0,0.108173311,0.087687514,0,0.029141098,0.008421914,0.107517331,0,0
CbMPDiCbraya,Management,Pre_vs_Post,HoS,0.070289273,0,0.048737347,0,0,0.008370321,0.711199755,0.121647123,0.798863405,0,0.005398068,0.949951153,0.513541153,0.58291545,0.172684791,0.014555002,0,0.13503704,0.01455411,0,0.085112373,0.028344617,0.311867732,0.674005256,0.491755398,0.021868553,0.188090443,0.871185688,0,0,0.98335205,0.285842442,0.413158118,0.530413472,0,0.00330559,0.301801036,0.098231785,0.10468238,0.003413459,0.109662768,0.034002796,0.552712547,0.965047231,0.003051583,0.432027505,0.589539653,0.531955116,0.357455049,0.695038285,0.104812066,0.029481629,0.002429196,0.231452111,0.003667347,0.155846838,0.616690085,0.06748009,0.030236311,0.673049205,0,0,0.038030979,1,0.114256799,0.442409963,0,0.090230398,0.016392275,0.42185447,0.984756679,0.002840708,0.035801065,0.467715632,0.385440009,0.007841752,0.444807224,0.6166875,0.179392254,0.277864864,0.689418209,0.871552616,0.018026595,0.166899666,0.017366095,0.032279841,0.009748399,0.264574544,0.118144498,0,0.073914155,0.345249857
CbMPDiCbraya,Management,Pre_vs_Post,DL,0.697370266,0.619437829,0.800492449,0.634849344,0.04897785,0.403361786,0.233110209,0.767038989,0.086751121,0,0.825678539,0.039046074,0.331294279,0.350180071,0.669626746,0.801249967,0.306928326,0.525710874,0.823376569,0.774314893,0.751375795,0.79527219,0.411097978,0,0.274152711,0.161337945,0.674890015,0.066136991,0.678025498,0.383321368,0,0.221625518,0.449431068,0.290181702,0.461124595,0.265870976,0.02567455,0.487069974,0.695943642,0.226152626,0.72620813,0.661598064,0.149192977,0,0.631878815,0.474736398,0.285656285,0.352575724,0,0.163541839,0.707373736,0.618271169,0.677252156,0.594691807,0.567168176,0.614832477,0.303345704,0.77090349,0.104413746,0.17019562,0.200719308,0.722134246,0.716254245,0,0.656892724,0.398994353,0.709243196,0.504839406,0.528188785,0.277829627,0,0.785221729,0.679897072,0.291731451,0.375791008,0.444201347,0.359610995,0.224315321,0.476202286,0.526609726,0.21924085,0.054864461,0.576863374,0.59971362,0.225674202,0.277625256,0.828316348,0.157615188,0.414211354,0.574540223,0.273899686,0.341045539
CbMPDiCbraya,Management,Pre_vs_Post,HD,0.032782803,0.01004251,0.00427177,0.003242036,0,0.036260776,0.00814267,0.013451728,0.029252184,0.534268232,0.018618423,0.006829153,0.005481282,0.037407628,0.028833291,0.008046381,0,0.001156246,0.006204572,0,0,0.000650263,0.008852093,0.001431237,0,0.004155367,0.002954733,0.010756458,0,0,0.001554015,0,0.057699881,0.002394275,0,0.075202574,0.514332051,0,0.001066594,0.005405364,0.030108195,0,0,0,0,0.005247055,0.011149289,0.000676806,0.003132179,0.002785763,0.014279289,0.075471858,0.082435301,0.002454964,0.034894953,0.000686375,0.008610912,0,0.025321899,0,0,0.003270067,0.011937621,0,0.0615498,0,0,0,0.013219107,0.015167947,0.008268691,0.029622329,0.016357198,0.013244229,0.051257443,0,0.001763876,0,0,0.004345901,0,0.016483671,0.002174082,0,0.050327487,0.018206316,0.004993268,0.011908113,0,0,0.10179711,0.008718362
CbMPDiCbraya,Management,Pre_vs_Post,DR,0.074208707,0.29742546,0.146498433,0.36190862,0.95102215,0.552007117,0.04716713,0.09786216,0.078081826,0.320679128,0.15030497,0.00417362,0.149683286,0.029496852,0.128855172,0.148421104,0.693071674,0.262929005,0.143377017,0.225685107,0.162281828,0.163025705,0.263510166,0.324563507,0.217400416,0.812638135,0.134064809,0.047403629,0.317020545,0.616678632,0.015093935,0.49253204,0.079710933,0.177010551,0.478038347,0.590286415,0.158192363,0.344213291,0.105811744,0.245769963,0.134020907,0.30439914,0.123969303,0,0.126278417,0.079861849,0.113654773,0.063530077,0.421171751,0.138634114,0.170922787,0.276775345,0.237883346,0.171401118,0.288915393,0.187386018,0.071353298,0.154402978,0.840028045,0.088529097,0.799280692,0.274595686,0.233777155,0,0.167300677,0.158595684,0.259943535,0.233333736,0.442199833,0.26804479,0.006974631,0.172618172,0.241755519,0.227308688,0.18751154,0.547956901,0.183004145,0.158997178,0.344405461,0.191179509,0.09134094,0.05235888,0.398956722,0.233386714,0.598458904,0.584201072,0.156941985,0.536761057,0.459222234,0.317942446,0.550389049,0.304986242
CbMPDiCbraya,Management,Pre_vs_Post,DominantProcess,DL,DL,DL,DL,DR,DR,HoS,DL,HoS,HD,DL,HoS,HoS,HoS,DL,DL,DR,DL,DL,DL,DL,DL,DL,HoS,HoS,DR,DL,HoS,DL,DR,HoS,DR,DL,HoS,DR,DR,HD,DL,DL,HeS,DL,DL,HoS,HoS,DL,DL,HoS,HoS,DR,HoS,DL,DL,DL,DL,DL,DL,HoS,DL,DR,HoS,DR,DL,DL,HoS,DL,HoS,DL,DL,DL,HoS,HoS,DL,DL,HoS,HoS,DR,HoS,HoS,DL,DL,HoS,HoS,DL,DL,DR,DR,DL,DR,DR,DL,DR,HoS
CbMPDiCbraya,Management,Pre_vs_Post,DominantProcessImportance,0.697370266,0.619437829,0.800492449,0.634849344,0.95102215,0.552007117,0.711199755,0.767038989,0.798863405,0.534268232,0.825678539,0.949951153,0.513541153,0.58291545,0.669626746,0.801249967,0.693071674,0.525710874,0.823376569,0.774314893,0.751375795,0.79527219,0.411097978,0.674005256,0.491755398,0.812638135,0.674890015,0.871185688,0.678025498,0.616678632,0.98335205,0.49253204,0.449431068,0.530413472,0.478038347,0.590286415,0.514332051,0.487069974,0.695943642,0.519258588,0.72620813,0.661598064,0.552712547,0.965047231,0.631878815,0.474736398,0.589539653,0.531955116,0.421171751,0.695038285,0.707373736,0.618271169,0.677252156,0.594691807,0.567168176,0.614832477,0.616690085,0.77090349,0.840028045,0.673049205,0.799280692,0.722134246,0.716254245,1,0.656892724,0.442409963,0.709243196,0.504839406,0.528188785,0.42185447,0.984756679,0.785221729,0.679897072,0.467715632,0.385440009,0.547956901,0.444807224,0.6166875,0.476202286,0.526609726,0.689418209,0.871552616,0.576863374,0.59971362,0.598458904,0.584201072,0.828316348,0.536761057,0.459222234,0.574540223,0.550389049,0.345249857
CbMPDiCbraya,Management,Pre_vs_Post,DominantProcessPvalue,0,0.1,0,0.15,0,0.2,0.16,0.02,0,0.15,0.11,0,0.19,0.2,0.04,0.01,0.06,0.11,0,0.09,0.05,0,0.61,0.1,0.24,0,0.02,0,0.07,0.08,0,0.28,0.43,0.21,0.44,0.04,0.26,0.32,0.03,0.25,0,0.09,0.06,0,0.02,0.64,0.09,0.29,0.41,0.04,0,0.2,0.16,0.03,0.19,0.16,0.03,0.01,0,0.02,0,0.08,0.07,0,0.08,0.42,0.06,0.09,0.42,0.3,0,0.02,0.1,0.41,0.54,0.3,0.48,0.04,0.41,0.25,0.03,0,0.28,0.06,0.05,0.16,0.03,0.05,0.52,0.17,0.19,0.64
CbMPDiCbraya,Management,In_vs_Post,HeS,0,0.077888955,0.188762747,0,0,0,0.011062575,0,0.029490871,0.008065945,0,0,0,0.072915016,0,0.0215704,0,0.06292704,0.079787613,0.028744907,0,0.025604825,0.006809221,0,0.029041096,0,0,0.026085524,0.039761489,0,0,0,0,0,0.066520825,0.017991852,0.009109645,0.009002141,0.1048489,0.285243015,0,0,0.145549367,0.008152917,0.200187018,0.000277987,0,0.026975082,0.25815508,0,0.024065717,0,0.032473879,0,0.191618896,0.035650664,0,0.010453597,0.004746641,0.052681911,0.003828503,0,0.010515337,0,0.112188007,0.107029122,0.017283007,0.057681014,0.007491518,0.157530374,0,0.037006401,0.046725989,0.033140873,0.051378775,0,0.015068903,0,0,0.064458259,0,0.060381257,0.034791694,0,0.370807777,0,0.026508226,0,0.207876758,0,0,0
CbMPDiCbraya,Management,In_vs_Post,HoS,0.388760656,0.09132714,0.437715506,0.227851946,9.04E-05,0.007977172,0.621231551,0.023101012,0.885701783,0.066104619,0.19323569,0.881035014,0.675825538,0.299553916,0.136251477,0.365500872,0.016512969,0.051980544,0.272080266,0.000282613,0.027264872,0.153176473,0.064318344,0.742864645,0.428895649,0.025855365,0.310198464,0.848175614,0.041735573,0.046502734,0.883236056,0.214740672,0.538891584,0.15356432,0.002926955,0.041491287,0.196852968,0.171562483,0.034699094,0.314777502,0.083055293,0.279406842,0.852556269,0.966034317,0.027960571,0.42511793,0.785039589,0.30988999,0.312829489,0.949760487,0.073059966,0.107925643,0.123985599,0.08466733,0.000853572,0.118276355,0.669235484,0.121682744,0.014629106,0.802908766,0.002970865,0.17593287,0.16078566,0.923839723,0.191175394,0.603568769,0.115753792,0.085128647,0.06417972,0.135351672,0.941043729,0.006285183,0,0.248266094,0.094684704,0.237886647,0.496762222,0.537278705,0.169339925,0.254726887,0.767534739,0.76764295,0.061734624,0.101228607,0.019554687,0.130344244,0.015172359,0.039971361,0.036931208,0.025841626,0.003275209,0.039005465
CbMPDiCbraya,Management,In_vs_Post,DL,0.534886069,0.703302199,0.208700515,0.371369797,0.555607686,0.534254988,0.305649652,0.804958536,0.026516013,0.884118221,0.663719694,0.105146713,0.199270104,0.498462481,0.671069561,0,0,0.345163811,0.369985556,0.776956265,0.83155887,0.600383917,0.529427778,0.075681033,0,0.655570078,0.035735097,0.086231508,0,0.34321508,0.09161724,0.219702763,0.372455763,0.731679333,0.404002915,0.752593474,0.576158815,0.38816057,0.587215736,0.097756516,0.750316505,0,0,0.015731992,0.143027745,0.519384596,0.109231959,0.481073359,0.394334296,0.024946218,0.692728595,0.785377671,0.75618976,0.712301585,0.648259917,0.612137738,0.265822543,0.01950049,0.226206415,0,0.604966353,0.471832895,0.538018888,0.007365158,0.40619296,0,0.039375741,0.079862109,0.225009258,0.366820267,0.028523849,0.684860476,0.674912648,0.530971386,0.566926377,0.337623628,0.356705433,0.205701402,0.478658466,0.474001666,0,0.095649016,0.565866737,0.677312777,0.392864944,0.631019604,0.787301085,0.74267401,0.5248826,0,0.872915053,0.607455671
CbMPDiCbraya,Management,In_vs_Post,HD,0.053344864,0.060699763,0.024584367,0.016920848,0.027018784,0.012175094,0.004159599,0.011827901,0.00537939,0.008364727,0.018675416,0.000318163,0.002051836,0.067501539,0.059843022,0.279128663,0.137567659,0.238267653,0.068738624,0.019260072,0.066386802,0.031717189,0.031173798,0.029698631,0.079332375,0.015875312,0.131532198,0.000565644,0.080485319,0.0283155,0,0.013296389,0.03342127,0.007606863,0.101867499,0.003556091,0.017054493,0.028119983,0.004622716,0.010460402,0.014545089,0.1205977,0.001674747,0.000616736,0.179262357,0.000434425,0.003746645,0.000840149,0.004706262,4.06E-05,0.016280591,0.02713781,0.052211561,0.014423243,0.04650106,0.013418291,0.006510255,0.228167381,0.068499965,0.044583283,0.012289843,0.029959597,0.010243527,0,0.025001411,0.033455969,0.10971533,0.173400171,0.05539951,0.003460983,0.002951353,0.179060062,0.024720967,0.030455286,0.051735012,0.017443575,0.014509221,0.043047769,0.007833866,0.014929837,0.010556573,0.013221601,0.036731758,0.012662283,0.038710617,0.034563573,0.00501747,0.040337773,0.044086183,0.321103309,0.025175355,0.017949931
CbMPDiCbraya,Management,In_vs_Post,DR,0.023008412,0.066781942,0.140236865,0.383857409,0.41728312,0.445592746,0.057896623,0.160112551,0.052911943,0.033346488,0.1243692,0.01350011,0.122852522,0.061567048,0.13283594,0.333800065,0.845919372,0.301660952,0.209407942,0.174756143,0.074789457,0.189117596,0.368270859,0.151755691,0.462730881,0.302699245,0.522534241,0.038941711,0.838017619,0.581966686,0.025146704,0.552260176,0.055231382,0.107149484,0.424681805,0.184367296,0.200824079,0.403154823,0.268613553,0.291762565,0.152083113,0.599995458,0.000219616,0.009464038,0.44956231,0.054785062,0.101981807,0.181221421,0.029974873,0.025252698,0.193865131,0.079558875,0.035139201,0.188607841,0.112766555,0.220516953,0.058431717,0.620195787,0.685917873,0.09982604,0.375944436,0.322274638,0.280436587,0.06879512,0.265442227,0.25594614,0.71787213,0.603928059,0.647919994,0.336836704,0.027481068,0.092787878,0.253640396,0.15716636,0.235275132,0.40704615,0.116954222,0.213972124,0.344167743,0.19188335,0.221908689,0.063105175,0.300875187,0.208796333,0.178061976,0.204072579,0.16600086,0.177016856,0.186223251,0.653055064,0.098634383,0.335588933
CbMPDiCbraya,Management,In_vs_Post,DominantProcess,DL,DL,HoS,DR,DL,DL,HoS,DL,HoS,DL,DL,HoS,HoS,DL,DL,HoS,DR,DL,DL,DL,DL,DL,DL,HoS,DR,DL,DR,HoS,DR,DR,HoS,DR,HoS,DL,DR,DL,DL,DR,DL,HoS,DL,DR,HoS,HoS,DR,DL,HoS,DL,DL,HoS,DL,DL,DL,DL,DL,DL,HoS,DR,DR,HoS,DL,DL,DL,HoS,DL,HoS,DR,DR,DR,DL,HoS,DL,DL,DL,DL,DR,HoS,HoS,DL,DL,HoS,HoS,DL,DL,DL,DL,DL,DL,DL,DR,DL,DL
CbMPDiCbraya,Management,In_vs_Post,DominantProcessImportance,0.534886069,0.703302199,0.437715506,0.383857409,0.555607686,0.534254988,0.621231551,0.804958536,0.885701783,0.884118221,0.663719694,0.881035014,0.675825538,0.498462481,0.671069561,0.365500872,0.845919372,0.345163811,0.369985556,0.776956265,0.83155887,0.600383917,0.529427778,0.742864645,0.462730881,0.655570078,0.522534241,0.848175614,0.838017619,0.581966686,0.883236056,0.552260176,0.538891584,0.731679333,0.424681805,0.752593474,0.576158815,0.403154823,0.587215736,0.314777502,0.750316505,0.599995458,0.852556269,0.966034317,0.44956231,0.519384596,0.785039589,0.481073359,0.394334296,0.949760487,0.692728595,0.785377671,0.75618976,0.712301585,0.648259917,0.612137738,0.669235484,0.620195787,0.685917873,0.802908766,0.604966353,0.471832895,0.538018888,0.923839723,0.40619296,0.603568769,0.71787213,0.603928059,0.647919994,0.366820267,0.941043729,0.684860476,0.674912648,0.530971386,0.566926377,0.40704615,0.496762222,0.537278705,0.478658466,0.474001666,0.767534739,0.76764295,0.565866737,0.677312777,0.392864944,0.631019604,0.787301085,0.74267401,0.5248826,0.653055064,0.872915053,0.607455671
CbMPDiCbraya,Management,In_vs_Post,DominantProcessPvalue,0.33,0.03,0.23,0.48,0.25,0.41,0.15,0,0,0,0.05,0,0.02,0.19,0.01,0.53,0,0.59,0.35,0.04,0.01,0.1,0.31,0,0.49,0.23,0.15,0,0.01,0.23,0,0.08,0.24,0.07,0.54,0.01,0.12,0.44,0.19,0.56,0.01,0.03,0,0,0.12,0.51,0,0.28,0.49,0,0.07,0.03,0.03,0.02,0.03,0.21,0.06,0.03,0.07,0,0.28,0.31,0.17,0,0.22,0.08,0,0,0.12,0.42,0,0.11,0.08,0.25,0.18,0.54,0.27,0.15,0.39,0.3,0,0,0.09,0.01,0.48,0.15,0.04,0.15,0.23,0.06,0.14,0.31
